Pubmed_id	Target gene_species_scientific	Target gene_name	Target gene_Refseq_acc	Target site_number	miRNA_species	miRNA_mature_ID	miRNA_regulation	Reporter_target gene/region	Reporter link element	Test_method_inter	Target gene mRNA_level	Original description	Mutation_target region	Post mutation_method	Original description_mutation_region	Target site_position	miRNA_regulation_site	Reporter_target site	Reporter link element	Test_method_inter_site	Original description_inter_site	Mutation_target site	Post mutation_method_site	Original description_mutation_site	Additional note
19543271	Mus musculus	Pten	NM_008960	1	Mus musculus	mmu-miR-216a	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{Despite significant decrease in Pten protein levels in TGF-β-treated MMC, no decrease in Pten mRNA levels was observed.}		{yes}		3192	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Decreased levels of Pten were confirmed in glomeruli of diabetic db/db mice (Fig. 2b–d) and in MMC treated with TGF-β or HG (Fig. 2e). miR-216a or miR-217 mimic decreased Pten levels in MMC (30~40% of negative control)(Fig. 2f,g).}	{Luciferase activity assay}	{Luciferase activity assay}	{miR-216a or miR-217 mimics significantly inhibited Pten 3′UTR Luc activity relative to negative controls, while Pten 3′UTR containing mutations at miR-216a and/or miR-217 sites lost this response (Fig. 2k and Supplementary Fig. S4a).}	
19543271	Mus musculus	Pten	NM_008960	1	Homo sapiens	hsa-miR-217	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{Despite significant decrease in Pten protein levels in TGF-β-treated MMC, no decrease in Pten mRNA levels was observed.}		{yes}		3436	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Decreased levels of Pten were confirmed in glomeruli of diabetic db/db mice (Fig. 2b–d) and in MMC treated with TGF-β or HG (Fig. 2e). miR-216a or miR-217 mimic decreased Pten levels in MMC (30~40% of negative control)(Fig. 2f,g).}	{Luciferase activity assay}	{Luciferase activity assay}	{miR-216a or miR-217 mimics significantly inhibited Pten 3′UTR Luc activity relative to negative controls, while Pten 3′UTR containing mutations at miR-216a and/or miR-217 sites lost this response (Fig. 2k and Supplementary Fig. S4a).}	
19542014	Rattus norvegicus	KLF5	NM_053394.2	NA	Rattus norvegicus	rno-miR-145	NA	NA	NA	{Western blot}	{unchanged}	{As shown in Figure 6C and 6D, KLF5 expression was upregulated by 2'OMe-miR-145 and was downregulated by pre-miR-145 at the protein level, but not at the mRNA level.}		{yes}		NA	{downregulation by 2'-O-Me antisense miRNA oligonucleotide}		NA	NA	{As shown in Figure 6C and 6D, KLF5 expression was upregulated by 2'OMe-miR-145 and was downregulated by pre-miR-145 at the protein level, but not at the mRNA level.}	{Luciferase activity assay}	NA	{Moreover, pmiR-145, but not pDNR-CMV or pmiR-31 inhibited luciferase activity (Figure 6B). In the mutated control groups, the inhibitory effect of pmiR-145 on luciferase activity disappeared (Figure 6B).}	
19538740	Homo sapiens	CCND1	NM_053056.2	NA	Homo sapiens	hsa-miR-503	NA	NA	NA	{Western blot}	{changed}	{we examined the CCND1 mRNA by real time PCR and found that only miR-503 significantly reduced CCND1 mRNA.}				NA	{overexpression by miRNA precursor transfection}		NA	NA	{we determined whether they are able to suppress the endogenous CCND1 protein levels. Western blot analysis indicated that only miR-503 was able to suppress CCND1 protein by over 40% (Fig. 4A and 4B) in UMSCC10B cells in addition to its ability to suppress the luciferase activity (Fig. 4D).}		NA		
19538740	Homo sapiens	CCND1	NM_053056.2	NA	Homo sapiens	hsa-miR-155	NA	NA	NA							NA			NA	NA			NA		
19535919	Homo sapiens	BECN1P1	NM_003766.3	NA	Homo sapiens	hsa-miR-30a	NA	NA	NA	{Western blot}	{changed}	{"As shown in Figure 2, transfection with the miR-30a mimic caused a 25–40% decrease in beclin 1 mRNA (Fig. 2A), and a 25–60% decrease in beclin1 protein (Fig. 2B)."}		{yes}		NA	{overexpression by miRNA mimics tranfection}		NA	NA	{"As shown in Figure 2, transfection with the miR-30a mimic caused a 25–40% decrease in beclin 1 mRNA (Fig. 2A), and a 25–60% decrease in beclin1 protein (Fig. 2B)."}	{Luciferase activity assay}	NA	{As shown in Figure 3C, cotransfection of T98G, MDA-MB-468 and H1299 cells with 50 nM or 100 nM of the miR-30a mimic resulted in a 40–80% reduction in the activity of the reporter gene vector containing the wild-type miR-30a targeting sequences (psiCHECKTM2-WT-BECN-3'-UTR), in comparison to that of the vector with the deletion mutant (psiCHECKTM2-MTBECN-3'-UTR).}	
19530237	Homo sapiens	BLIMP1	NM_001198.3	NA	Homo sapiens	hsa-miR-127-3p	NA	NA	NA	{Western blot}	{changed}	{We found a dose-dependent decrease of BLIMP-1 and XBP-1 in cells transfected with hsa-miR-127.}		{yes}		NA	{overexpression by miRNA mimics tranfection}		NA	NA	{Being BLIMP-1 strongly downregulated by this miRNA.}	{Luciferase activity assay}	NA	{Our results demonstrate a decrease of the relative luciferase activity following ectopic expression of hsa-miR-127, thus suggesting that BLIMP-1 expression is directly regulated by this miRNA (Fig. 7a). As a further confirmation, no increase of the relative luciferase activity was observed when sequence mutants in the 30-UTR region of BLIMP-1 were cotransfected with the synthetic miRNA (Fig. 7b).}	
19530237	Homo sapiens	XBP1	NM_005080.3	NA	Homo sapiens	hsa-miR-127-3p	NA	NA	NA		{changed}	{We found a dose-dependent decrease of BLIMP-1 and XBP-1 in cells transfected with hsa-miR-127.}				NA			NA	NA			NA		
19524507	Homo sapiens	Fzd3	NM_017412.2	NA	Homo sapiens	hsa-mir-31	NA	NA	NA	{Western blot}	{changed}	{Also, miR-31 reduced the endogenous mRNA levels of these six targets by two-fold in SUM-159 cells, as well as Fzd3, ITGA5, MMP16, RDX, and RhoA mRNA levels in 231 cells (Figure 4D).}		{yes}		NA	{overexpression}		NA	NA	{Endogenous Fzd3, ITGA5, MMP16, RDX, and RhoA protein levels were assayed in miR-31- expressing 231 cells. miR-31 repressed the levels of these proteins by 40–60% (Figure 4C).}	{Luciferase activity assay}	NA	{Reporter assays using miR-31-expressing 231 cells revealed that miR-31 repressed six of the UTRs: frizzled3 (Fzd3), integrin α5 (ITGA5), myosin phosphatase-Rho interacting protein (M-RIP), matrix metallopeptidase 16 (MMP16), radixin (RDX), and RhoA (Figure 4A). Mutation of the putative miR-31 site(s) in these six 3’ UTRs (Table S3) abrogated responsiveness to miR-31 (Figure 4B).}	
19524507	Homo sapiens	ITGA5	NM_002205.2	NA	Homo sapiens	hsa-mir-31	NA	NA	NA	{Western blot}	{changed}	{Also, miR-31 reduced the endogenous mRNA levels of these six targets by two-fold in SUM-159 cells, as well as Fzd3, ITGA5, MMP16, RDX, and RhoA mRNA levels in 231 cells (Figure 4D).}		{yes}		NA	{overexpression}		NA	NA	{Endogenous Fzd3, ITGA5, MMP16, RDX, and RhoA protein levels were assayed in miR-31- expressing 231 cells. miR-31 repressed the levels of these proteins by 40–60% (Figure 4C).}	{Luciferase activity assay}	NA	{Reporter assays using miR-31-expressing 231 cells revealed that miR-31 repressed six of the UTRs: frizzled3 (Fzd3), integrin α5 (ITGA5), myosin phosphatase-Rho interacting protein (M-RIP), matrix metallopeptidase 16 (MMP16), radixin (RDX), and RhoA (Figure 4A). Mutation of the putative miR-31 site(s) in these six 3’ UTRs (Table S3) abrogated responsiveness to miR-31 (Figure 4B).}	
19524507	Homo sapiens	MMP16	NM_005941.4	NA	Homo sapiens	hsa-mir-31	NA	NA	NA	{Western blot}	{changed}	{Also, miR-31 reduced the endogenous mRNA levels of these six targets by two-fold in SUM-159 cells, as well as Fzd3, ITGA5, MMP16, RDX, and RhoA mRNA levels in 231 cells (Figure 4D).}		{yes}		NA	{overexpression}		NA	NA	{Endogenous Fzd3, ITGA5, MMP16, RDX, and RhoA protein levels were assayed in miR-31- expressing 231 cells. miR-31 repressed the levels of these proteins by 40–60% (Figure 4C).}	{Luciferase activity assay}	NA	{Reporter assays using miR-31-expressing 231 cells revealed that miR-31 repressed six of the UTRs: frizzled3 (Fzd3), integrin α5 (ITGA5), myosin phosphatase-Rho interacting protein (M-RIP), matrix metallopeptidase 16 (MMP16), radixin (RDX), and RhoA (Figure 4A). Mutation of the putative miR-31 site(s) in these six 3’ UTRs (Table S3) abrogated responsiveness to miR-31 (Figure 4B).}	
19524507	Homo sapiens	RDX	NM_002906.3	NA	Homo sapiens	hsa-mir-31	NA	NA	NA	{Western blot}	{changed}	{Also, miR-31 reduced the endogenous mRNA levels of these six targets by two-fold in SUM-159 cells, as well as Fzd3, ITGA5, MMP16, RDX, and RhoA mRNA levels in 231 cells (Figure 4D).}		{yes}		NA	{overexpression}		NA	NA	{Endogenous Fzd3, ITGA5, MMP16, RDX, and RhoA protein levels were assayed in miR-31- expressing 231 cells. miR-31 repressed the levels of these proteins by 40–60% (Figure 4C).}	{Luciferase activity assay}	NA	{Reporter assays using miR-31-expressing 231 cells revealed that miR-31 repressed six of the UTRs: frizzled3 (Fzd3), integrin α5 (ITGA5), myosin phosphatase-Rho interacting protein (M-RIP), matrix metallopeptidase 16 (MMP16), radixin (RDX), and RhoA (Figure 4A). Mutation of the putative miR-31 site(s) in these six 3’ UTRs (Table S3) abrogated responsiveness to miR-31 (Figure 4B).}	
19524507	Homo sapiens	MPRIP	NM_015134.2	NA	Homo sapiens	hsa-mir-31	NA	NA	NA					{yes}		NA			NA	NA		{Luciferase activity assay}	NA	{Reporter assays using miR-31-expressing 231 cells revealed that miR-31 repressed six of the UTRs: frizzled3 (Fzd3), integrin α5 (ITGA5), myosin phosphatase-Rho interacting protein (M-RIP), matrix metallopeptidase 16 (MMP16), radixin (RDX), and RhoA (Figure 4A). Mutation of the putative miR-31 site(s) in these six 3’ UTRs (Table S3) abrogated responsiveness to miR-31 (Figure 4B).}	
19524507	Homo sapiens	RHOA	NM_001664	NA	Homo sapiens	hsa-mir-31	NA	NA	NA	{Western blot}	{changed}	{Also, miR-31 reduced the endogenous mRNA levels of these six targets by two-fold in SUM-159 cells, as well as Fzd3, ITGA5, MMP16, RDX, and RhoA mRNA levels in 231 cells (Figure 4D).}		{yes}		NA	{overexpression}		NA	NA	{Endogenous Fzd3, ITGA5, MMP16, RDX, and RhoA protein levels were assayed in miR-31- expressing 231 cells. miR-31 repressed the levels of these proteins by 40–60% (Figure 4C).}	{Luciferase activity assay}	NA	{Reporter assays using miR-31-expressing 231 cells revealed that miR-31 repressed six of the UTRs: frizzled3 (Fzd3), integrin α5 (ITGA5), myosin phosphatase-Rho interacting protein (M-RIP), matrix metallopeptidase 16 (MMP16), radixin (RDX), and RhoA (Figure 4A). Mutation of the putative miR-31 site(s) in these six 3’ UTRs (Table S3) abrogated responsiveness to miR-31 (Figure 4B).}	
19521018	Mus musculus	Cdk9	NM_130860.3	NA	Mus musculus	mmu-miR-1	NA	NA	NA	{Western blot}	{unchanged}	{In contrast, the mRNA levels of Cdk9 were not affected by overexpressing miR-1 (Figure 4B).}				NA	{overexpression}		NA	NA	{"As shown in Figure 4A, the levels of Cdk9 protein were decreased in ES cells overexpressing miR-1 compared with those expressing controlmiRNA."}		NA		
19520079	Mus musculus	AcvR1b	NM_007395.3	1	Mus musculus	mmu-miR-210	overexpression	luciferase	{target site}					{yes}		3118			{target site}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{The relative luciferase activity was reduced by 50% following cotransfection with miR-210 compared with transfection with control RNA (Fig. 3B).When the targeted sequence of AcvR1b was mutated, the reduction of the luciferase activity by miR-210 was impaired (Fig. 3C).}	
19513126	Homo sapiens	FADD	NM_003824.3	NA	Homo sapiens	hsa-miR-27a	NA	NA	NA	{Western blot}						NA	{overexpression}		NA	NA	{Similarly, HEK293T cells transfected with p(23a,27a,24-2) showed reduced FADD protein by western blot (Fig. 4B).}		NA		
19509287	Homo sapiens	TLR2	NM_003264.3	1	Homo sapiens	hsa-miR-105	overexpression by miRNA precursor transfection	luciferase	{3'UTR}	{Western blot}				{yes}		2928	{downregulation}		{3'UTR}	{Luciferase activity assay}	{The diminished cytokine response cells transfected with miR-105 antagomir up-regulated the TLR-2 protein levels in either challenge (Fig. 4A) compared with mock transfected cells.}	{Luciferase activity assay}	{Luciferase activity assay}	{Co-transfection of HEK293 cells with Luciferase construct (pMIR-TLR2) and a vector overexpressing miR-105 precursor (pMIF-miR-105) inhibited Luciferase activity (Fig. 7A, panel C). The mutant Luciferase vector (pMIRmutTLR2) co-transfected with pMIF-miR-105 retained luciferase activity (Fig. 7A, panelD).}	
19506341	Homo sapiens	BCL2	NM_000633	1	Homo sapiens	hsa-miR-1				{Western blot}	{changed}	{WT miR-1 significantly reduced the levels of Bcl-2 Mrna in cardiomyocytes in the absence and presence of H2O2.}				2463	{overexpression}				{WT miR-1 significantly reduced the levels of Bcl-2 Mrna in cardiomyocytes in the absence and presence of H2O2.}				
19502803	Homo sapiens	ZEB1	NM_030751.5	NA	Homo sapiens	hsa-miR-200c	NA	NA	NA	{phenotypic analysis of target gene}	{changed}	{This demonstrated that only in cells expressing miR-200c are the mRNA levels of TCF8 (ZEB1) clearly reduced.}				NA	{overexpression}		NA	NA	{"The results again using relative qPCR analysis but with E-cadherin primers are shown in Figure 2C. This demonstrates that the upregulation ofE-cadherin mRNA is seen in cells in which the ectopic expression of miR-200c correlates with loss of TCF8 (ZEB1)."}		NA		
19502786	Homo sapiens	IGF-IR	NM_000875.3	NA	Homo sapiens	hsa-miR-145	NA	NA	NA	{Western blot}						NA	{overexpression}		NA	NA	{In Figure 1A and B, we confirmed that miR145 targets both IGF-IR and IRS-1.}		NA		
19502786	Homo sapiens	IRS1	NM_005544	NA	Homo sapiens	hsa-miR-223	NA	NA	NA	{Western blot}						NA	{overexpression}		NA	NA	{miR 223, 96 and 217 also downregulate IRS-1.}		NA		
19502786	Homo sapiens	IRS1	NM_005544	NA	Homo sapiens	hsa-miR-96	NA	NA	NA	{Western blot}						NA	{overexpression}		NA	NA	{miR 223, 96 and 217 also downregulate IRS-1.}		NA		
19502786	Homo sapiens	IRS1	NM_005544	NA	Homo sapiens	hsa-miR-217	NA	NA	NA	{Western blot}						NA	{overexpression}		NA	NA	{miR 223, 96 and 217 also downregulate IRS-1.}		NA		
19502786	Homo sapiens	IGF-IR	NM_000875.3	NA	Homo sapiens	hsa-miR-182	NA	NA	NA	{Western blot}						NA	{overexpression}		NA	NA	{whereas the IGF-IR was downregulated by miR145 and 182 (Fig. 1B).}		NA		
19502786	Rattus norvegicus	MAPK14	NM_031020.2	2	Rattus norvegicus	rno-miR-24	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}						2267	{endogenous}		{3'UTR}	{Luciferase activity assay}	{Results showed that the protein level was  3-fold higher in GK muscle tissue than that in Wistar rats, which indicated that miR-24 might downregulate rat p38 MAPK in vivo (Fig. 4).}				
19502786	Rattus norvegicus	MAPK14	NM_031020.2	1	Rattus norvegicus	rno-miR-24	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}						1982	{endogenous}		{3'UTR}	{Luciferase activity assay}	{Results showed that the protein level was  3-fold higher in GK muscle tissue than that in Wistar rats, which indicated that miR-24 might downregulate rat p38 MAPK in vivo (Fig. 4).}				
19490101	Homo sapiens	PLAU	NM_002658.3	1	Homo sapiens	hsa-miR-23b	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{The data showed comparable steady-state mRNA levels of uPA and c-met (Fig. 4A,B), providing evidence that miR-23b in SKHep1C3 cells can lead to decreased uPA and c-met protein expression without affecting the amounts of their mRNA.}				2007	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Western blot and zymographic analysis of the conditioned media of transfected cells revealed a significant reduction of uPA expression and its enzymatic activity.}				
19490101	Homo sapiens	PLAU	NM_002658.3	2	Homo sapiens	hsa-miR-23b	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{The data showed comparable steady-state mRNA levels of uPA and c-met (Fig. 4A,B), providing evidence that miR-23b in SKHep1C3 cells can lead to decreased uPA and c-met protein expression without affecting the amounts of their mRNA.}				2363	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Western blot and zymographic analysis of the conditioned media of transfected cells revealed a significant reduction of uPA expression and its enzymatic activity.}				
19490101	Homo sapiens	MET	NM_000245.2	2	Homo sapiens	hsa-miR-23b	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{The data showed comparable steady-state mRNA levels of uPA and c-met (Fig. 4A,B), providing evidence that miR-23b in SKHep1C3 cells can lead to decreased uPA and c-met protein expression without affecting the amounts of their mRNA.}				5386	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Forty-eight hours after transfection, c-met protein expression was inhibited by 48% at 100 nm miR-23b, as detected by a semiquantitative western blotting analysis.}				
19490101	Homo sapiens	MET	NM_000245.2	3	Homo sapiens	hsa-miR-23b	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{The data showed comparable steady-state mRNA levels of uPA and c-met (Fig. 4A,B), providing evidence that miR-23b in SKHep1C3 cells can lead to decreased uPA and c-met protein expression without affecting the amounts of their mRNA.}				5809	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Forty-eight hours after transfection, c-met protein expression was inhibited by 48% at 100 nm miR-23b, as detected by a semiquantitative western blotting analysis.}				
19490101	Homo sapiens	MET	NM_000245.2	4	Homo sapiens	hsa-miR-23b	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{The data showed comparable steady-state mRNA levels of uPA and c-met (Fig. 4A,B), providing evidence that miR-23b in SKHep1C3 cells can lead to decreased uPA and c-met protein expression without affecting the amounts of their mRNA.}				6432	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Forty-eight hours after transfection, c-met protein expression was inhibited by 48% at 100 nm miR-23b, as detected by a semiquantitative western blotting analysis.}				
19490101	Homo sapiens	MET	NM_000245.2	1	Homo sapiens	hsa-miR-23b	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{The data showed comparable steady-state mRNA levels of uPA and c-met (Fig. 4A,B), providing evidence that miR-23b in SKHep1C3 cells can lead to decreased uPA and c-met protein expression without affecting the amounts of their mRNA.}				4937	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Forty-eight hours after transfection, c-met protein expression was inhibited by 48% at 100 nm miR-23b, as detected by a semiquantitative western blotting analysis.}				
19487542	Homo sapiens	MMP1	NM_002421.3	1	Homo sapiens	hsa-miR-222	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}						1721	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Furthermore, ectopic transfection of hsa-miR-222 reduced the protein level of MMP1 in UM1 cells as shown by western blots (Figure 3C).}				
19487542	Homo sapiens	SOD2	NM_000636.2	1	Homo sapiens	hsa-miR-222	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}						1375	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{Furthermore, ectopic transfection of hsa-miR-222 reduced the expression of SOD2 in UM1 cells as shown by western blots (Figure 4C).}				
19487295	Homo sapiens	GALNT1	NM_020474.3	NA	Homo sapiens	hsa-miR-129-5p	NA	NA	NA		{changed}	{miR-129 targets FNDC3b, TP53INP1, ETV6, GALNT1, TNPO1, ZFP91, SCC-112, and BMPR2 were significantly down-regulated in non–muscle-invasive tumors with later progression.}		{yes}		NA			NA	NA		{Luciferase activity assay}	NA	{GALNT1 and SOX4 both showed significant reduction in luciferase activity on transfection with pre-miR-129 compared with GALNT1 and SOX4 3¶-UTRs with mutated miR-129 target sites.}	
19487295	Homo sapiens	FNDC3b	NM_022763.3	NA	Homo sapiens	hsa-miR-129-5p	NA	NA	NA		{changed}	{miR-129 targets FNDC3b, TP53INP1, ETV6, GALNT1, TNPO1, ZFP91, SCC-112, and BMPR3 were significantly down-regulated in non–muscle-invasive tumors with later progression.}				NA			NA	NA			NA		
19487295	Homo sapiens	TP53INP1	NM_033285.3	NA	Homo sapiens	hsa-miR-129-5p	NA	NA	NA		{changed}	{miR-129 targets FNDC3b, TP53INP1, ETV6, GALNT1, TNPO1, ZFP91, SCC-112, and BMPR4 were significantly down-regulated in non–muscle-invasive tumors with later progression.}				NA			NA	NA			NA		
19487295	Homo sapiens	ETV6	NM_001987.4	NA	Homo sapiens	hsa-miR-129-5p	NA	NA	NA		{changed}	{miR-129 targets FNDC3b, TP53INP1, ETV6, GALNT1, TNPO1, ZFP91, SCC-112, and BMPR5 were significantly down-regulated in non–muscle-invasive tumors with later progression.}				NA			NA	NA			NA		
19487295	Homo sapiens	TNPO1	NM_002270.3	NA	Homo sapiens	hsa-miR-129-5p	NA	NA	NA		{changed}	{miR-129 targets FNDC3b, TP53INP1, ETV6, GALNT1, TNPO1, ZFP91, SCC-112, and BMPR6 were significantly down-regulated in non–muscle-invasive tumors with later progression.}				NA			NA	NA			NA		
19487295	Homo sapiens	ZFP91	NM_053023.3	NA	Homo sapiens	hsa-miR-129-5p	NA	NA	NA		{changed}	{miR-129 targets FNDC3b, TP53INP1, ETV6, GALNT1, TNPO1, ZFP91, SCC-112, and BMPR7 were significantly down-regulated in non–muscle-invasive tumors with later progression.}				NA			NA	NA			NA		
19487295	Homo sapiens	PDS5A	NM_001100399.1	NA	Homo sapiens	hsa-miR-129-5p	NA	NA	NA		{changed}	{miR-129 targets FNDC3b, TP53INP1, ETV6, GALNT1, TNPO1, ZFP91, SCC-112, and BMPR8 were significantly down-regulated in non–muscle-invasive tumors with later progression.}				NA			NA	NA			NA		
19487295	Homo sapiens	BMPR2	NM_001204	NA	Homo sapiens	hsa-miR-129-5p	NA	NA	NA		{changed}	{miR-129 targets FNDC3b, TP53INP1, ETV6, GALNT1, TNPO1, ZFP91, SCC-112, and BMPR9 were significantly down-regulated in non–muscle-invasive tumors with later progression.}				NA			NA	NA			NA		
19486885	Homo sapiens	ERBB2	NM_004448	1	Homo sapiens	hsa-miR-548d-3p	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		4489			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{Interestingly, the relative luciferase activity was markedly diminished in cells cotransfected with the pMIR/618/ 5'-3'construct and miR-548d-3p, miR-559 or miR-548d-3p plus miR-559, especially miR-548d-3p plus miR-559 (50 nM final concentration, Fig. 3A).}	
19486885	Homo sapiens	ERBB2	NM_004448	1	Homo sapiens	hsa-miR-559	overexpression by miRNA precursor transfection	luciferase	{3'UTR}					{yes}		4494			{3'UTR}	{Luciferase activity assay}		{Luciferase activity assay}	{Luciferase activity assay}	{Interestingly, the relative luciferase activity was markedly diminished in cells cotransfected with the pMIR/618/ 5'-3'construct and miR-548d-3p, miR-559 or miR-548d-3p plus miR-559, especially miR-548d-3p plus miR-559 (50 nM final concentration, Fig. 3A).}	
19486339	Homo sapiens	E2F1	NM_005225	NA	Homo sapiens	hsa-miR-106b	NA	NA	NA	{Western blot}						NA	{overexpression by miRNA mimics tranfection}		NA	NA	{Inhibition of miR-106b or miR-93 resulted in enhanced E2F1 protein expression while overexpression of the miRNAs led to reduced expression (Fig. 6b,c).}		NA		
19486339	Homo sapiens	E2F1	NM_005225	NA	Homo sapiens	hsa-miR-93	NA	NA	NA	{Western blot}						NA	{overexpression by miRNA mimics tranfection}		NA	NA	{Inhibition of miR-106b or miR-93 resulted in enhanced E2F1 protein expression while overexpression of the miRNAs led to reduced expression (Fig. 6b,c).}		NA		
19472311	Homo sapiens	FNDC3b	NM_022763.3	1	Homo sapiens	hsa-miR-143	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{"As shown in Fig. 4B, fndc3b mRNA levels were not significantly affected, whereas protein levels decreased substantially after treatmentwith miR-143."}				5769	{overexpression by miRNA mimics tranfection}		{3'UTR}	{Luciferase activity assay}	{"As shown in Fig. 4B, fndc3b mRNA levels were not significantly affected, whereas protein levels decreased substantially after treatmentwith miR-143."}				
19471102	Homo sapiens	BMF	NM_001003942.1	2	Homo sapiens	hsa-miR-125b	overexpression	luciferase	{3'UTR}	{Western blot}	{unchanged}	{the level of Bmf mRNA detected by RT-PCR was not significantly changed (Fig.6 C).}				2336	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Compared with control, BMF protein level was significantly down-regulated by the miR-125b-1 or combination of both (P<0.05; Fig. 6A) and measurably decreased by miR-125b-2.}				
19471102	Homo sapiens	BMF	NM_001003942.1	1	Homo sapiens	hsa-miR-125b	overexpression	luciferase	{3'UTR}	{Western blot}	{unchanged}	{the level of Bmf mRNA detected by RT-PCR was not significantly changed (Fig.6 C).}				1126	{overexpression}		{3'UTR}	{Luciferase activity assay}	{Compared with control, BMF protein level was significantly down-regulated by the miR-125b-1 or combination of both (P<0.05; Fig. 6A) and measurably decreased by miR-125b-2.}				
19460962	Homo sapiens	ITGA5	NM_002205.2	1	Homo sapiens	hsa-miR-92a	overexpression by miRNA precursor transfection	luciferase	{3'UTR}	{Western blot}	{changed}	{we confirmed that expression of the mRNAs for integrin subunits a5 (ITGA5) and av, S1P1, and MKK4 was reduced in response to miR-92a overexpression.}		{yes}		4214	{overexpression by miRNA precursor transfection}		{3'UTR}	{Luciferase activity assay}	{We confirmed that ITGA5 and eNOS protein levels were significantly reduced in HUVECs overexpressing miR-92a (Fig. 4B and fig. S21, A and B).}	{Luciferase activity assay}	{Luciferase activity assay}	{Indeed, miR-92a overexpression reduced luciferase activity (Fig.4C).Mutation of the target sequence prevented down-regulation of luciferase activity by pre-miR-92a (Fig. 4C).}	
19454767	Mus musculus	Dlx5	NM_010056.2	1	Mus musculus	mmu-miR-141	overexpression by miRNA mimics tranfection	luciferase	{3'UTR}	{Western blot}	{unchanged}	{The levels of Dlx5 mRNA in cells transfected with miR-141 or -200a were  unchanged compared with BMP-2-stimulated cells examined by qRT-PCR using a real time-PCR (Fig. 4D, panel i) and semiquantitative RT-PCR (Fig. 4D, panel iii).}		{yes}		1094	{overexpression by mature miRNA transfection}		{3'UTR}	{Luciferase activity assay}	{However, transfection with either miR-141 or -200a reduced the expression levels of Dlx5 and Osx to almost the same levels, as those in the control cells without BMP-2 stimulation at the indicated times (Fig. 4C).}	{Luciferase activity assay}	{Luciferase activity assay}	{The levels of luciferase activity in pGL3-Dlx5/miR-141 and -200a sensor-B or -D, which contain the 1072–1091 region of the 3 -UTR of Dlx5, were lower than those in the nonspecific control sensor vector (Fig. 5B).Onthe other hand, the levels of luciferase activity in pGL3-Dlx5/miR-141 and -200a sensor-A or -C, which lacks the 1072–1091 region of the 3 -UTR of Dlx5, were unchanged compared with those in the nonspecific control sensor vector (p   0.1). We further attempted to confirm these observations by using three different mutants of pGL3-Dlx5/miR-141 and -200a sensor-B. The levels of luciferase activity in cells transfected with the pGL3-Dlx5/miR-141 and -200a sensor-B (wild type) were significantly reduced, although in cells transfected with the mutants of seed region (Fig. 5C) the decrease in luciferase activities was canceled (Fig. 5D).}	
